space,room_size,capacity,user_per_min,width1,width2,width3,width4,width5,no_of_openings_1,no_of_openings_2,no_of_openings_3,no_of_openings_4,no_of_openings_5
concourse,150,238,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
concourse,200,317,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
concourse,400,635,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
concourse,500,794,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
concourse,75,119,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
concourse,100,159,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
concourse,125,198,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
concourse,150,238,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
concourse,200,317,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
concourse,400,635,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
concourse,500,794,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
concourse,75,119,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
concourse,100,159,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
concourse,125,198,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
concourse,150,238,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
concourse,200,317,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
concourse,400,635,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
concourse,500,794,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
concourse,75,119,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
concourse,100,159,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
concourse,125,198,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
concourse,150,238,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
concourse,200,317,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
concourse,400,635,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
concourse,500,794,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
concourse,75,119,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
concourse,100,159,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
concourse,125,198,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
concourse,150,238,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
concourse,200,317,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
concourse,400,635,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
concourse,500,794,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
concourse,75,119,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
concourse,100,159,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
concourse,125,198,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
concourse,150,238,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
concourse,200,317,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
concourse,400,635,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
concourse,500,794,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
concourse,75,119,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
concourse,100,159,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
concourse,125,198,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
concourse,150,238,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
concourse,200,317,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
concourse,400,635,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
concourse,500,794,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
concourse,75,119,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
concourse,100,159,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
concourse,125,198,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
concourse,150,238,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
concourse,200,317,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
concourse,400,635,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
concourse,500,794,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
concourse,75,119,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
concourse,100,159,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
concourse,125,198,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
concourse,150,238,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
concourse,200,317,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
concourse,400,635,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
concourse,500,794,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
concourse,75,119,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
concourse,100,159,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
concourse,125,198,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
concourse,150,238,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
concourse,200,317,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
concourse,400,635,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
concourse,500,794,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
concourse,75,119,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
concourse,100,159,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
concourse,125,198,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
concourse,150,238,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
concourse,200,317,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
concourse,400,635,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
concourse,500,794,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
concourse,75,119,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
concourse,100,159,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
concourse,125,198,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
concourse,150,238,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
concourse,200,317,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
concourse,400,635,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
concourse,500,794,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
concourse,75,119,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
concourse,100,159,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
concourse,125,198,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
concourse,150,238,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
concourse,200,317,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
concourse,400,635,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
concourse,500,794,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
concourse,75,119,567,0.75,0.75,0.75,1.0,1.0,False,False,False,False,True
concourse,100,159,567,0.75,0.75,0.75,1.0,1.0,False,False,False,False,True
concourse,125,198,567,0.75,0.75,0.75,1.0,1.0,False,False,False,False,True
concourse,150,238,567,0.75,0.75,0.75,1.0,1.0,False,False,False,False,True
concourse,200,317,567,0.75,0.75,0.75,1.0,1.0,False,False,False,False,True
concourse,400,635,567,0.75,0.75,0.75,1.0,1.0,False,False,False,False,True
concourse,500,794,567,0.75,0.75,0.75,1.0,1.0,False,False,False,False,True
concourse,75,119,620,0.75,0.75,0.75,1.2,1.2,False,False,False,False,True
concourse,100,159,620,0.75,0.75,0.75,1.2,1.2,False,False,False,False,True
concourse,125,198,620,0.75,0.75,0.75,1.2,1.2,False,False,False,False,True
concourse,150,238,620,0.75,0.75,0.75,1.2,1.2,False,False,False,False,True
concourse,200,317,620,0.75,0.75,0.75,1.2,1.2,False,False,False,False,True
concourse,400,635,620,0.75,0.75,0.75,1.2,1.2,False,False,False,False,True
concourse,500,794,620,0.75,0.75,0.75,1.2,1.2,False,False,False,False,True
concourse,75,119,700,0.75,0.75,0.75,1.5,1.5,False,False,False,False,True
concourse,100,159,700,0.75,0.75,0.75,1.5,1.5,False,False,False,False,True
concourse,125,198,700,0.75,0.75,0.75,1.5,1.5,False,False,False,False,True
concourse,150,238,700,0.75,0.75,0.75,1.5,1.5,False,False,False,False,True
concourse,200,317,700,0.75,0.75,0.75,1.5,1.5,False,False,False,False,True
concourse,400,635,700,0.75,0.75,0.75,1.5,1.5,False,False,False,False,True
concourse,500,794,700,0.75,0.75,0.75,1.5,1.5,False,False,False,False,True
concourse,75,119,1500,0.75,0.75,0.75,2.0,2.0,False,False,False,False,True
concourse,100,159,1500,0.75,0.75,0.75,2.0,2.0,False,False,False,False,True
concourse,125,198,1500,0.75,0.75,0.75,2.0,2.0,False,False,False,False,True
concourse,150,238,1500,0.75,0.75,0.75,2.0,2.0,False,False,False,False,True
concourse,200,317,1500,0.75,0.75,0.75,2.0,2.0,False,False,False,False,True
concourse,400,635,1500,0.75,0.75,0.75,2.0,2.0,False,False,False,False,True
concourse,500,794,1500,0.75,0.75,0.75,2.0,2.0,False,False,False,False,True
concourse,75,119,1650,0.75,0.75,0.75,2.2,2.2,False,False,False,False,True
concourse,100,159,1650,0.75,0.75,0.75,2.2,2.2,False,False,False,False,True
concourse,125,198,1650,0.75,0.75,0.75,2.2,2.2,False,False,False,False,True
concourse,150,238,1650,0.75,0.75,0.75,2.2,2.2,False,False,False,False,True
concourse,200,317,1650,0.75,0.75,0.75,2.2,2.2,False,False,False,False,True
concourse,400,635,1650,0.75,0.75,0.75,2.2,2.2,False,False,False,False,True
concourse,500,794,1650,0.75,0.75,0.75,2.2,2.2,False,False,False,False,True
concourse,75,119,1800,0.75,0.75,0.75,2.4,2.4,False,False,False,False,True
concourse,100,159,1800,0.75,0.75,0.75,2.4,2.4,False,False,False,False,True
concourse,125,198,1800,0.75,0.75,0.75,2.4,2.4,False,False,False,False,True
concourse,150,238,1800,0.75,0.75,0.75,2.4,2.4,False,False,False,False,True
concourse,200,317,1800,0.75,0.75,0.75,2.4,2.4,False,False,False,False,True
concourse,400,635,1800,0.75,0.75,0.75,2.4,2.4,False,False,False,False,True
concourse,500,794,1800,0.75,0.75,0.75,2.4,2.4,False,False,False,False,True
concourse,75,119,2250,0.75,0.75,0.75,3.0,3.0,False,False,False,False,True
concourse,100,159,2250,0.75,0.75,0.75,3.0,3.0,False,False,False,False,True
concourse,125,198,2250,0.75,0.75,0.75,3.0,3.0,False,False,False,False,True
concourse,150,238,2250,0.75,0.75,0.75,3.0,3.0,False,False,False,False,True
concourse,200,317,2250,0.75,0.75,0.75,3.0,3.0,False,False,False,False,True
concourse,400,635,2250,0.75,0.75,0.75,3.0,3.0,False,False,False,False,True
concourse,500,794,2250,0.75,0.75,0.75,3.0,3.0,False,False,False,False,True
concourse,75,119,524,0.75,0.75,0.81,0.81,0.81,False,False,False,False,True
concourse,100,159,524,0.75,0.75,0.81,0.81,0.81,False,False,False,False,True
concourse,125,198,524,0.75,0.75,0.81,0.81,0.81,False,False,False,False,True
concourse,150,238,524,0.75,0.75,0.81,0.81,0.81,False,False,False,False,True
concourse,200,317,524,0.75,0.75,0.81,0.81,0.81,False,False,False,False,True
concourse,400,635,524,0.75,0.75,0.81,0.81,0.81,False,False,False,False,True
concourse,500,794,524,0.75,0.75,0.81,0.81,0.81,False,False,False,False,True
concourse,75,119,560,0.75,0.75,0.9,0.9,0.9,False,False,False,False,True
concourse,100,159,560,0.75,0.75,0.9,0.9,0.9,False,False,False,False,True
concourse,125,198,560,0.75,0.75,0.9,0.9,0.9,False,False,False,False,True
concourse,150,238,560,0.75,0.75,0.9,0.9,0.9,False,False,False,False,True
concourse,200,317,560,0.75,0.75,0.9,0.9,0.9,False,False,False,False,True
concourse,400,635,560,0.75,0.75,0.9,0.9,0.9,False,False,False,False,True
concourse,500,794,560,0.75,0.75,0.9,0.9,0.9,False,False,False,False,True
concourse,75,119,600,0.75,0.75,1.0,1.0,1.0,False,False,False,False,True
concourse,100,159,600,0.75,0.75,1.0,1.0,1.0,False,False,False,False,True
concourse,125,198,600,0.75,0.75,1.0,1.0,1.0,False,False,False,False,True
concourse,150,238,600,0.75,0.75,1.0,1.0,1.0,False,False,False,False,True
concourse,200,317,600,0.75,0.75,1.0,1.0,1.0,False,False,False,False,True
concourse,400,635,600,0.75,0.75,1.0,1.0,1.0,False,False,False,False,True
concourse,500,794,600,0.75,0.75,1.0,1.0,1.0,False,False,False,False,True
concourse,75,119,680,0.75,0.75,1.2,1.2,1.2,False,False,False,False,True
concourse,100,159,680,0.75,0.75,1.2,1.2,1.2,False,False,False,False,True
concourse,125,198,680,0.75,0.75,1.2,1.2,1.2,False,False,False,False,True
concourse,150,238,680,0.75,0.75,1.2,1.2,1.2,False,False,False,False,True
concourse,200,317,680,0.75,0.75,1.2,1.2,1.2,False,False,False,False,True
concourse,400,635,680,0.75,0.75,1.2,1.2,1.2,False,False,False,False,True
concourse,500,794,680,0.75,0.75,1.2,1.2,1.2,False,False,False,False,True
concourse,75,119,800,0.75,0.75,1.5,1.5,1.5,False,False,False,False,True
concourse,100,159,800,0.75,0.75,1.5,1.5,1.5,False,False,False,False,True
concourse,125,198,800,0.75,0.75,1.5,1.5,1.5,False,False,False,False,True
concourse,150,238,800,0.75,0.75,1.5,1.5,1.5,False,False,False,False,True
concourse,200,317,800,0.75,0.75,1.5,1.5,1.5,False,False,False,False,True
concourse,400,635,800,0.75,0.75,1.5,1.5,1.5,False,False,False,False,True
concourse,500,794,800,0.75,0.75,1.5,1.5,1.5,False,False,False,False,True
concourse,75,119,1500,0.75,0.75,2.0,2.0,2.0,False,False,False,False,True
concourse,100,159,1500,0.75,0.75,2.0,2.0,2.0,False,False,False,False,True
concourse,125,198,1500,0.75,0.75,2.0,2.0,2.0,False,False,False,False,True
concourse,150,238,1500,0.75,0.75,2.0,2.0,2.0,False,False,False,False,True
concourse,200,317,1500,0.75,0.75,2.0,2.0,2.0,False,False,False,False,True
concourse,400,635,1500,0.75,0.75,2.0,2.0,2.0,False,False,False,False,True
concourse,500,794,1500,0.75,0.75,2.0,2.0,2.0,False,False,False,False,True
concourse,75,119,1650,0.75,0.75,2.2,2.2,2.2,False,False,False,False,True
concourse,100,159,1650,0.75,0.75,2.2,2.2,2.2,False,False,False,False,True
concourse,125,198,1650,0.75,0.75,2.2,2.2,2.2,False,False,False,False,True
concourse,150,238,1650,0.75,0.75,2.2,2.2,2.2,False,False,False,False,True
concourse,200,317,1650,0.75,0.75,2.2,2.2,2.2,False,False,False,False,True
concourse,400,635,1650,0.75,0.75,2.2,2.2,2.2,False,False,False,False,True
concourse,500,794,1650,0.75,0.75,2.2,2.2,2.2,False,False,False,False,True
concourse,75,119,1800,0.75,0.75,2.4,2.4,2.4,False,False,False,False,True
concourse,100,159,1800,0.75,0.75,2.4,2.4,2.4,False,False,False,False,True
concourse,125,198,1800,0.75,0.75,2.4,2.4,2.4,False,False,False,False,True
concourse,150,238,1800,0.75,0.75,2.4,2.4,2.4,False,False,False,False,True
concourse,200,317,1800,0.75,0.75,2.4,2.4,2.4,False,False,False,False,True
concourse,400,635,1800,0.75,0.75,2.4,2.4,2.4,False,False,False,False,True
concourse,500,794,1800,0.75,0.75,2.4,2.4,2.4,False,False,False,False,True
concourse,75,119,2250,0.75,0.75,3.0,3.0,3.0,False,False,False,False,True
concourse,100,159,2250,0.75,0.75,3.0,3.0,3.0,False,False,False,False,True
concourse,125,198,2250,0.75,0.75,3.0,3.0,3.0,False,False,False,False,True
concourse,150,238,2250,0.75,0.75,3.0,3.0,3.0,False,False,False,False,True
concourse,200,317,2250,0.75,0.75,3.0,3.0,3.0,False,False,False,False,True
concourse,400,635,2250,0.75,0.75,3.0,3.0,3.0,False,False,False,False,True
concourse,500,794,2250,0.75,0.75,3.0,3.0,3.0,False,False,False,False,True
concourse,75,119,532,0.75,0.81,0.81,0.81,0.81,False,False,False,False,True
concourse,100,159,532,0.75,0.81,0.81,0.81,0.81,False,False,False,False,True
concourse,125,198,532,0.75,0.81,0.81,0.81,0.81,False,False,False,False,True
concourse,150,238,532,0.75,0.81,0.81,0.81,0.81,False,False,False,False,True
concourse,200,317,532,0.75,0.81,0.81,0.81,0.81,False,False,False,False,True
concourse,400,635,532,0.75,0.81,0.81,0.81,0.81,False,False,False,False,True
concourse,500,794,532,0.75,0.81,0.81,0.81,0.81,False,False,False,False,True
concourse,75,119,580,0.75,0.9,0.9,0.9,0.9,False,False,False,False,True
concourse,100,159,580,0.75,0.9,0.9,0.9,0.9,False,False,False,False,True
concourse,125,198,580,0.75,0.9,0.9,0.9,0.9,False,False,False,False,True
concourse,150,238,580,0.75,0.9,0.9,0.9,0.9,False,False,False,False,True
concourse,200,317,580,0.75,0.9,0.9,0.9,0.9,False,False,False,False,True
concourse,400,635,580,0.75,0.9,0.9,0.9,0.9,False,False,False,False,True
concourse,500,794,580,0.75,0.9,0.9,0.9,0.9,False,False,False,False,True
concourse,75,119,633,0.75,1.0,1.0,1.0,1.0,False,False,False,False,True
concourse,100,159,633,0.75,1.0,1.0,1.0,1.0,False,False,False,False,True
concourse,125,198,633,0.75,1.0,1.0,1.0,1.0,False,False,False,False,True
concourse,150,238,633,0.75,1.0,1.0,1.0,1.0,False,False,False,False,True
concourse,200,317,633,0.75,1.0,1.0,1.0,1.0,False,False,False,False,True
concourse,400,635,633,0.75,1.0,1.0,1.0,1.0,False,False,False,False,True
concourse,500,794,633,0.75,1.0,1.0,1.0,1.0,False,False,False,False,True
concourse,75,119,740,0.75,1.2,1.2,1.2,1.2,False,False,False,False,True
concourse,100,159,740,0.75,1.2,1.2,1.2,1.2,False,False,False,False,True
concourse,125,198,740,0.75,1.2,1.2,1.2,1.2,False,False,False,False,True
concourse,150,238,740,0.75,1.2,1.2,1.2,1.2,False,False,False,False,True
concourse,200,317,740,0.75,1.2,1.2,1.2,1.2,False,False,False,False,True
concourse,400,635,740,0.75,1.2,1.2,1.2,1.2,False,False,False,False,True
concourse,500,794,740,0.75,1.2,1.2,1.2,1.2,False,False,False,False,True
concourse,75,119,900,0.75,1.5,1.5,1.5,1.5,False,False,False,False,True
concourse,100,159,900,0.75,1.5,1.5,1.5,1.5,False,False,False,False,True
concourse,125,198,900,0.75,1.5,1.5,1.5,1.5,False,False,False,False,True
concourse,150,238,900,0.75,1.5,1.5,1.5,1.5,False,False,False,False,True
concourse,200,317,900,0.75,1.5,1.5,1.5,1.5,False,False,False,False,True
concourse,400,635,900,0.75,1.5,1.5,1.5,1.5,False,False,False,False,True
concourse,500,794,900,0.75,1.5,1.5,1.5,1.5,False,False,False,False,True
concourse,75,119,1500,0.75,2.0,2.0,2.0,2.0,False,False,False,False,True
concourse,100,159,1500,0.75,2.0,2.0,2.0,2.0,False,False,False,False,True
concourse,125,198,1500,0.75,2.0,2.0,2.0,2.0,False,False,False,False,True
concourse,150,238,1500,0.75,2.0,2.0,2.0,2.0,False,False,False,False,True
concourse,200,317,1500,0.75,2.0,2.0,2.0,2.0,False,False,False,False,True
concourse,400,635,1500,0.75,2.0,2.0,2.0,2.0,False,False,False,False,True
concourse,500,794,1500,0.75,2.0,2.0,2.0,2.0,False,False,False,False,True
concourse,75,119,1650,0.75,2.2,2.2,2.2,2.2,False,False,False,False,True
concourse,100,159,1650,0.75,2.2,2.2,2.2,2.2,False,False,False,False,True
concourse,125,198,1650,0.75,2.2,2.2,2.2,2.2,False,False,False,False,True
concourse,150,238,1650,0.75,2.2,2.2,2.2,2.2,False,False,False,False,True
concourse,200,317,1650,0.75,2.2,2.2,2.2,2.2,False,False,False,False,True
concourse,400,635,1650,0.75,2.2,2.2,2.2,2.2,False,False,False,False,True
concourse,500,794,1650,0.75,2.2,2.2,2.2,2.2,False,False,False,False,True
concourse,75,119,1800,0.75,2.4,2.4,2.4,2.4,False,False,False,False,True
concourse,100,159,1800,0.75,2.4,2.4,2.4,2.4,False,False,False,False,True
concourse,125,198,1800,0.75,2.4,2.4,2.4,2.4,False,False,False,False,True
concourse,150,238,1800,0.75,2.4,2.4,2.4,2.4,False,False,False,False,True
concourse,200,317,1800,0.75,2.4,2.4,2.4,2.4,False,False,False,False,True
concourse,400,635,1800,0.75,2.4,2.4,2.4,2.4,False,False,False,False,True
concourse,500,794,1800,0.75,2.4,2.4,2.4,2.4,False,False,False,False,True
concourse,75,119,2250,0.75,3.0,3.0,3.0,3.0,False,False,False,False,True
concourse,100,159,2250,0.75,3.0,3.0,3.0,3.0,False,False,False,False,True
concourse,125,198,2250,0.75,3.0,3.0,3.0,3.0,False,False,False,False,True
concourse,150,238,2250,0.75,3.0,3.0,3.0,3.0,False,False,False,False,True
concourse,200,317,2250,0.75,3.0,3.0,3.0,3.0,False,False,False,False,True
concourse,400,635,2250,0.75,3.0,3.0,3.0,3.0,False,False,False,False,True
concourse,500,794,2250,0.75,3.0,3.0,3.0,3.0,False,False,False,False,True
assembly hall,75,119,5,0.65,0.0,0.0,0.0,0.0,True,False,False,False,False
assembly hall,100,159,5,0.65,0.0,0.0,0.0,0.0,True,False,False,False,False
assembly hall,125,198,5,0.65,0.0,0.0,0.0,0.0,True,False,False,False,False
assembly hall,150,238,5,0.65,0.0,0.0,0.0,0.0,True,False,False,False,False
